"CONSECUTIVO"	"CEDULA"	"DEPARTAMENTO"	"MONTO"	"SUCURSAL"	"PRODUCTO"	"USUARIO"
9777	23006	40	1760	4	1	122
9778	23692	100	95810	4	11	123
9779	26855	160	54620	1	9	171
9780	19703	190	63641	6	16	144
9781	19469	90	89125	3	12	187
9782	25406	150	70047	6	7	160
9783	23020	270	63641	2	16	127
9784	14146	240	70724	7	6	106
9785	22675	100	73123	2	10	199
9786	13732	40	66806	6	14	148
9787	21409	70	66806	2	14	172
9788	13583	200	63641	2	16	180
9789	22285	80	66806	1	14	101
9790	22960	20	29442	6	3	134
9791	27440	20	1526	6	13	151
9792	18615	90	11869	5	17	107
9793	29213	90	95810	5	11	110
9794	13371	100	29442	2	3	181
9795	29265	140	66806	3	14	186
9796	28414	80	47347	1	2	145
9797	12729	80	1526	4	13	119
9798	17130	120	90367	2	4	153
9799	21999	130	63641	2	16	116
9800	14666	180	70047	6	7	126
9801	12209	30	66806	2	14	158
9802	20707	150	70724	4	6	178
9803	27409	270	70724	1	6	194
9804	25141	130	38466	1	18	108
9805	27827	140	66806	3	14	112
9806	13889	150	54620	7	9	152
9807	11074	140	95810	1	11	198
9808	22502	240	1760	1	1	130
9809	21875	190	66806	4	14	100
9810	18538	10	38466	3	18	138
9811	20078	80	85176	3	5	189
9812	13119	160	95810	4	11	114
9813	11072	10	11869	3	17	189
9814	25691	70	54620	3	9	157
9815	26243	200	47347	5	2	116
9816	14322	50	1760	1	1	193
9817	15237	170	29442	3	3	185
9818	16431	210	66806	6	14	147
9819	22271	150	29442	1	3	171
9820	19509	200	1760	2	1	157
9821	12348	60	11869	7	17	144
9822	28250	90	54620	6	9	141
9823	28991	210	1760	4	1	138
9824	14559	220	73123	1	10	104
9825	19230	170	70724	3	6	119
9826	27630	20	47347	1	2	121
9827	24708	50	27825	4	8	144
9828	11158	90	66806	4	14	202
9829	11877	130	11869	1	17	206
9830	21469	200	47347	5	2	133
9831	18642	270	73123	7	10	155
9832	27459	160	29442	5	3	157
9833	17206	130	66806	7	14	144
9834	25875	20	29442	6	3	174
9835	25952	70	70724	5	6	162
9836	15991	130	47347	1	2	164
9837	28710	80	29442	1	3	178
9838	25882	150	73123	5	10	157
9839	18621	210	9474	1	15	188
9840	26640	30	90367	1	4	114
9841	22484	120	85176	5	5	150
9842	12650	50	73123	3	10	142
9843	18344	250	90367	1	4	139
9844	22004	120	63641	1	16	149
9845	18010	270	63641	2	16	192
9846	22515	150	27825	1	8	177
9847	19256	20	89125	4	12	204
9848	17896	100	66806	3	14	188
9849	29129	160	1526	5	13	163
9850	21293	70	85176	2	5	184
9851	28882	250	85176	3	5	182
9852	13134	50	89125	1	12	116
9853	25197	40	63641	7	16	164
9854	18465	120	11869	3	17	121
9855	15801	230	70047	2	7	127
9856	28586	20	89125	2	12	165
9857	19214	140	1526	7	13	147
9858	20209	120	66806	2	14	186
9859	19924	220	38466	1	18	177
9860	19308	240	1760	6	1	118
9861	16967	170	29442	4	3	178
9862	26253	180	1526	4	13	141
9863	13170	60	95810	7	11	204
9864	22087	160	70047	4	7	110
9865	28322	60	70047	7	7	109
9866	11094	80	11869	7	17	123
9867	12988	40	1760	2	1	201
9868	22991	260	70047	4	7	187
9869	23091	110	27825	4	8	115
9870	17076	20	70047	3	7	131
9871	27965	250	9474	3	15	109
9872	22059	130	85176	2	5	159
9873	14329	60	90367	6	4	176
9874	15690	270	63641	3	16	181
9875	23978	190	66806	2	14	101
9876	16840	160	47347	7	2	118
9877	25050	250	66806	3	14	159
9878	25911	120	85176	5	5	138
9879	26277	60	85176	3	5	162
9880	15755	90	90367	5	4	177
9881	25419	230	9474	6	15	120
9882	23229	120	70047	5	7	202
9883	22307	150	11869	2	17	204
9884	24078	130	54620	1	9	183
9885	20886	10	89125	3	12	197
9886	16030	110	90367	5	4	203
9887	14831	10	73123	4	10	137
9888	18363	70	27825	1	8	118
9889	27520	270	85176	5	5	166
9890	14943	130	29442	6	3	183
9891	24519	30	63641	4	16	140
9892	29174	140	9474	2	15	153
9893	16961	140	95810	5	11	120
9894	26220	10	95810	5	11	129
9895	11275	70	85176	7	5	144
9896	19505	90	89125	3	12	186
9897	28026	260	73123	1	10	171
9898	23065	200	38466	3	18	204
9899	20435	30	73123	3	10	182
9900	14048	180	11869	7	17	110
9901	12011	200	73123	1	10	149
9902	21148	180	47347	6	2	115
9903	22306	180	9474	5	15	169
9904	22796	270	63641	2	16	192
9905	18627	140	47347	3	2	204
9906	23608	110	1760	2	1	186
9907	20094	270	29442	1	3	194
9908	14391	20	70724	2	6	128
9909	13254	240	63641	5	16	192
9910	18208	130	38466	5	18	203
9911	19306	70	1760	1	1	112
9912	28484	210	29442	7	3	124
9913	14858	60	73123	5	10	160
9914	15057	150	47347	3	2	127
9915	24851	110	11869	7	17	100
9916	29482	170	1760	6	1	174
9917	19654	230	95810	5	11	131
9918	18790	90	1526	1	13	153
9919	24096	90	54620	1	9	163
9920	19950	230	11869	1	17	186
9921	19191	260	1760	3	1	125
9922	11135	60	70047	1	7	113
9923	21707	110	54620	5	9	159
9924	27334	130	1526	5	13	191
9925	23232	50	54620	6	9	198
9926	28513	170	27825	7	8	196
9927	12458	270	1760	5	1	151
9928	23651	90	73123	4	10	206
9929	15075	90	27825	3	8	125
9930	17925	170	89125	7	12	100
9931	22662	110	70047	6	7	140
9932	13160	250	54620	3	9	186
9933	15435	210	54620	3	9	180
9934	16811	90	1760	1	1	186
9935	12812	230	63641	6	16	163
9936	27760	170	95810	2	11	117
9937	29112	90	70047	5	7	203
9938	23444	240	89125	3	12	192
9939	20277	160	66806	7	14	165
9940	19849	240	1760	1	1	167
9941	28251	180	9474	3	15	107
9942	22426	80	29442	2	3	165
9943	14525	120	95810	3	11	185
9944	11625	200	70047	6	7	117
9945	21824	70	63641	5	16	172
9946	17389	60	38466	3	18	147
9947	22462	20	1526	3	13	175
9948	23863	70	70724	4	6	122
9949	14167	30	85176	6	5	205
9950	23854	100	90367	2	4	181
9951	11317	230	85176	1	5	176
9952	20920	190	47347	1	2	127
9953	25371	100	1760	3	1	148
9954	18201	160	27825	7	8	195
9955	22128	250	1526	7	13	115
9956	14954	220	89125	1	12	123
9957	20095	220	90367	2	4	102
9958	13992	250	89125	2	12	187
9959	26440	170	66806	5	14	102
9960	11363	50	90367	1	4	104
9961	28265	50	11869	1	17	164
9962	24726	160	47347	2	2	117
9963	21231	220	27825	6	8	106
9964	19968	220	9474	1	15	105
9965	17518	240	38466	7	18	127
9966	28933	240	27825	5	8	128
9967	19392	150	9474	7	15	102
9968	21745	100	38466	4	18	176
9969	21635	240	89125	3	12	163
9970	16181	270	1760	6	1	136
9971	19930	190	90367	5	4	129
9972	24633	70	27825	2	8	190
9973	28369	120	95810	7	11	121
9974	12597	80	38466	4	18	121
9975	19444	230	70724	4	6	158
9976	18335	190	11869	6	17	113
9977	12392	40	95810	7	11	162
9978	11424	190	70047	7	7	184
9979	14032	100	54620	2	9	172
9980	24207	170	38466	4	18	180
9981	28916	250	73123	5	10	193
9982	12812	180	1760	1	1	159
9983	16916	80	89125	3	12	111
9984	28531	240	70724	5	6	194
9985	24490	180	29442	2	3	148
9986	14814	50	54620	7	9	191
9987	12951	240	66806	5	14	169
9988	14436	160	70047	1	7	172
9989	18403	120	89125	5	12	129
9990	28017	50	1760	4	1	175
9991	13226	60	1526	6	13	135
9992	13753	120	9474	7	15	143
9993	22929	70	1526	3	13	180
9994	28676	20	90367	5	4	134
9995	14632	230	1760	6	1	123
9996	23631	220	66806	4	14	114
9997	17387	250	95810	3	11	153
9998	19346	70	54620	7	9	106
9999	13811	230	47347	5	2	159
10000	27778	40	66806	1	14	112
10001	26288	50	63641	6	16	155
10002	25873	20	89125	6	12	122
10003	29228	210	1760	2	1	112
10004	20986	160	11869	2	17	131
10005	23159	240	1526	6	13	127
10006	18820	200	1760	5	1	182
10007	20818	220	85176	2	5	149
10008	14321	230	38466	6	18	151
10009	15550	90	95810	2	11	105
10010	21902	50	90367	4	4	136
10011	11380	260	89125	5	12	111
10012	27197	210	11869	3	17	111
10013	28304	50	66806	6	14	135
10014	14811	260	73123	5	10	183
10015	15056	140	70047	4	7	193
10016	28094	120	27825	1	8	183
10017	16266	190	54620	7	9	185
10018	23764	10	54620	6	9	156
10019	18969	220	70047	2	7	156
10020	16664	250	1760	4	1	109
10021	11205	160	1526	1	13	155
10022	15330	10	9474	3	15	168
10023	13728	120	9474	5	15	105
10024	26535	60	47347	7	2	180
10025	14106	190	47347	4	2	203
10026	11796	160	38466	4	18	190
10027	18382	150	73123	3	10	181
10028	11564	160	95810	3	11	136
10029	29038	210	90367	2	4	153
10030	28022	60	85176	3	5	140
10031	22603	210	70724	6	6	144
10032	20546	100	90367	3	4	145
10033	17026	180	9474	1	15	202
10034	22525	80	95810	6	11	160
10035	15434	10	1760	6	1	151
10036	14162	140	95810	3	11	181
10037	25887	250	70047	5	7	156
10038	15615	50	1526	7	13	177
10039	21504	50	70724	2	6	203
10040	15300	30	70724	3	6	107
10041	12298	210	38466	6	18	134
10042	28630	120	85176	3	5	103
10043	12536	230	1760	1	1	103
10044	27627	90	95810	4	11	193
10045	21690	260	27825	3	8	151
10046	13500	230	70047	5	7	194
10047	15587	20	90367	3	4	104
10048	28353	160	70724	1	6	130
10049	16873	90	38466	6	18	193
10050	13545	50	38466	6	18	204
10051	23763	230	90367	1	4	202
10052	29432	170	11869	1	17	126
10053	24733	220	27825	7	8	158
10054	22977	270	29442	5	3	182
10055	22757	260	38466	7	18	148
10056	18646	140	1760	7	1	124
10057	24846	140	70724	4	6	157
10058	22508	10	1760	5	1	152
10059	12702	150	63641	7	16	112
10060	22721	150	73123	2	10	137
10061	15397	80	27825	5	8	185
10062	22303	160	9474	3	15	168
10063	22161	270	95810	2	11	143
10064	24736	230	63641	3	16	186
10065	17410	190	63641	7	16	132
10066	23080	170	73123	2	10	196
10067	18036	220	54620	5	9	204
10068	21599	150	70047	7	7	192
10069	21152	60	70724	3	6	115
10070	17525	270	70724	7	6	123
10071	20258	10	89125	5	12	197
10072	26752	170	95810	4	11	122
10073	14624	230	11869	3	17	203
10074	20492	250	54620	5	9	132
10075	15147	250	27825	6	8	176
10076	16438	200	63641	5	16	168
10077	22946	110	29442	3	3	162
10078	14913	180	1526	3	13	174
10079	15387	110	1760	4	1	203
10080	13795	100	66806	7	14	188
10081	19075	240	54620	5	9	177
10082	14805	200	1760	1	1	200
10083	15344	60	27825	1	8	122
10084	21392	190	70724	5	6	101
10085	22893	260	11869	4	17	122
10086	26892	30	95810	7	11	140
10087	19156	200	9474	7	15	167
10088	21514	200	73123	6	10	172
10089	15641	20	85176	2	5	195
10090	16698	230	11869	3	17	114
10091	20178	260	1760	1	1	148
10092	27025	120	27825	4	8	151
10093	26486	250	70724	5	6	203
10094	18546	190	9474	7	15	170
10095	13248	210	47347	6	2	192
10096	21173	250	47347	7	2	155
10097	27547	70	95810	7	11	166
10098	24139	10	66806	6	14	198
10099	21085	180	47347	6	2	115
10100	16640	50	90367	6	4	144
10101	26725	150	90367	2	4	192
10102	17598	90	89125	6	12	193
10103	19329	30	47347	6	2	174
10104	11590	20	90367	5	4	147
10105	12239	20	27825	3	8	187
10106	29282	50	1760	6	1	181
10107	11528	70	47347	1	2	193
10108	20901	20	95810	7	11	135
10109	18653	230	1526	1	13	137
10110	29416	70	1526	2	13	108
10111	22978	70	54620	5	9	167
10112	23304	240	70047	7	7	196
10113	13355	60	73123	6	10	101
10114	15557	50	85176	6	5	149
10115	19572	90	90367	2	4	155
10116	16478	120	85176	6	5	194
10117	20907	250	9474	4	15	120
10118	19666	250	9474	3	15	201
10119	16150	150	85176	1	5	165
10120	11447	220	1760	2	1	153
10121	21614	270	73123	7	10	150
10122	12475	270	73123	7	10	167
10123	16493	60	9474	1	15	172
10124	23005	60	27825	1	8	114
10125	16075	40	73123	5	10	129
10126	17938	230	27825	2	8	100
10127	11095	260	27825	7	8	143
10128	21429	100	70047	7	7	117
10129	11372	240	54620	5	9	119
10130	26362	140	85176	3	5	156
10131	13673	230	54620	5	9	155
10132	24593	90	1526	7	13	191
10133	19625	110	70724	7	6	186
10134	16207	240	11869	5	17	101
10135	14741	140	38466	3	18	122
10136	17085	60	1526	4	13	169
10137	24399	10	27825	6	8	181
10138	26457	100	27825	4	8	169
10139	20513	110	95810	2	11	174
10140	11402	30	73123	5	10	194
10141	24756	50	70724	2	6	178
10142	12845	260	11869	6	17	177
10143	14307	10	27825	2	8	157
10144	20660	130	66806	1	14	121
10145	17336	180	95810	3	11	191
10146	11874	150	66806	2	14	112
10147	14949	40	1526	3	13	119
10148	22581	90	95810	6	11	102
10149	28877	110	70047	4	7	133
10150	26563	110	89125	1	12	111
10151	29061	70	1760	6	1	128
10152	25620	260	66806	5	14	177
10153	27855	180	70047	4	7	162
10154	24861	210	1526	2	13	110
10155	11198	110	27825	5	8	130
10156	12307	180	27825	2	8	175
10157	12418	20	95810	2	11	155
10158	19478	60	90367	1	4	159
10159	21000	260	9474	2	15	174
10160	19502	140	89125	6	12	119
10161	17562	40	38466	5	18	169
10162	19365	210	1760	1	1	110
10163	23316	100	70047	5	7	134
10164	27126	150	11869	5	17	129
10165	12283	140	70047	5	7	177
10166	12656	260	9474	1	15	162
10167	22279	50	27825	6	8	180
10168	28073	60	9474	4	15	116
10169	29081	200	90367	7	4	117
10170	29098	20	47347	7	2	165
10171	18859	140	66806	2	14	103
10172	14538	40	85176	1	5	139
10173	19675	160	73123	7	10	102
10174	22102	70	54620	3	9	188
10175	12882	220	1526	2	13	100
10176	15338	180	63641	1	16	147
10177	27134	130	54620	4	9	161
10178	16946	200	70047	1	7	197
10179	25061	70	73123	3	10	137
10180	29166	220	1526	4	13	101
10181	27889	120	9474	6	15	101
10182	22007	200	89125	1	12	150
10183	16655	260	90367	6	4	196
10184	24031	210	63641	1	16	161
10185	24482	180	70724	4	6	188
10186	19414	220	54620	4	9	144
10187	23833	230	70724	2	6	155
10188	27735	30	27825	2	8	118
10189	26042	190	66806	7	14	107
10190	16625	120	38466	7	18	142
10191	14555	120	66806	2	14	108
10192	24607	210	38466	6	18	120
10193	12284	240	95810	3	11	131
10194	14562	230	38466	5	18	200
10195	25817	250	70724	2	6	202
10196	14520	110	85176	5	5	140
10197	18450	50	11869	7	17	149
10198	21747	220	73123	1	10	175
10199	23023	10	89125	6	12	130
10200	20213	30	29442	5	3	161
10201	26399	170	9474	4	15	172
10202	14699	80	1526	5	13	163
10203	20633	40	47347	3	2	176
10204	20505	240	63641	4	16	196
10205	21499	230	9474	2	15	104
10206	11837	170	11869	7	17	181
10207	15617	70	1526	7	13	115
10208	12330	180	73123	2	10	157
10209	28308	80	85176	7	5	114
10210	29322	80	9474	4	15	155
10211	18846	210	38466	7	18	155
10212	15171	70	38466	3	18	148
10213	17269	80	95810	3	11	118
10214	20485	270	85176	5	5	192
10215	13662	120	1760	4	1	130
10216	20426	170	38466	2	18	123
10217	28126	80	89125	4	12	193
10218	27201	120	47347	6	2	193
10219	27760	260	54620	6	9	153
10220	29433	260	54620	2	9	188
10221	26320	210	95810	1	11	147
10222	24625	100	90367	2	4	119
10223	22694	170	11869	1	17	154
10224	18309	170	70047	6	7	129
10225	20742	230	54620	1	9	146
10226	24743	20	54620	2	9	103
10227	23003	50	63641	2	16	113
10228	16609	230	1760	4	1	204
10229	15433	60	1760	5	1	139
10230	11458	140	63641	3	16	142
10231	22183	100	54620	3	9	127
10232	18070	160	90367	5	4	167
10233	25575	160	95810	3	11	175
10234	21344	70	70047	3	7	181
10235	20401	20	1526	2	13	120
10236	27754	40	90367	2	4	125
10237	25409	240	73123	2	10	150
10238	28402	260	29442	5	3	105
10239	28319	130	27825	6	8	172
10240	23974	180	38466	4	18	113
10241	19557	20	89125	3	12	116
10242	13961	250	38466	3	18	147
10243	25311	120	27825	5	8	122
10244	15886	150	90367	7	4	109
10245	26227	90	29442	2	3	188
10246	27886	160	89125	5	12	135
10247	11831	50	70047	1	7	124
10248	26548	170	54620	5	9	165
10249	14226	150	29442	2	3	129
10250	13276	230	1760	3	1	165
10251	19128	180	29442	7	3	151
10252	19048	150	9474	1	15	107
10253	23621	240	38466	4	18	162
10254	27875	180	1760	6	1	159
10255	19907	210	66806	1	14	169
10256	22658	180	38466	7	18	118
10257	23268	150	27825	1	8	122
10258	16162	150	63641	7	16	157
10259	24356	80	38466	4	18	205
10260	19441	60	1526	4	13	177
10261	17477	220	70724	1	6	114
10262	26369	40	47347	2	2	181
10263	17645	180	11869	2	17	200
10264	18869	260	95810	3	11	150
10265	23780	60	54620	6	9	156
10266	19584	40	1526	2	13	115
10267	28589	140	63641	5	16	181
10268	19719	250	47347	2	2	189
10269	26004	90	70047	1	7	182
10270	19658	220	70047	6	7	162
10271	29172	60	9474	6	15	194
10272	20404	160	1526	1	13	176
10273	24376	140	11869	3	17	143
10274	14804	170	70724	2	6	187
10275	22879	130	73123	6	10	123
10276	11336	160	70724	3	6	113
10277	25934	160	66806	6	14	144
10278	28057	30	73123	7	10	187
10279	21582	100	95810	1	11	133
10280	20279	60	27825	1	8	176
10281	19276	190	54620	1	9	109
10282	28612	250	38466	4	18	199
10283	21502	130	89125	5	12	167
10284	28355	120	95810	6	11	190
10285	19894	40	85176	3	5	198
10286	18888	200	27825	5	8	100
10287	25734	270	47347	5	2	179
10288	22848	80	66806	2	14	131
10289	22015	200	66806	4	14	167
10290	28280	110	38466	3	18	182
10291	15291	30	1526	3	13	115
10292	12921	220	73123	4	10	199
10293	17341	130	54620	1	9	196
10294	11533	110	70047	5	7	153
10295	17473	50	11869	1	17	154
10296	17643	240	38466	4	18	199
10297	26132	220	90367	6	4	195
10298	24900	170	85176	4	5	100
10299	13887	230	70047	6	7	162
10300	11132	190	27825	1	8	134
10301	21955	10	85176	2	5	189
10302	18706	180	95810	7	11	180
10303	25242	200	11869	5	17	201
10304	17369	140	66806	3	14	198
10305	13141	190	47347	7	2	163
10306	17223	210	29442	2	3	205
10307	14959	270	70724	6	6	132
10308	13929	220	85176	6	5	185
10309	13133	100	1760	3	1	179
10310	14527	10	9474	3	15	163
10311	29318	240	1760	4	1	188
10312	18754	270	47347	2	2	114
10313	28159	270	70724	4	6	155
10314	18960	130	47347	7	2	167
10315	22802	220	11869	4	17	179
10316	11990	170	90367	7	4	105
10317	22484	140	73123	6	10	196
10318	26484	20	85176	2	5	156
10319	19338	70	11869	1	17	106
10320	15638	10	73123	4	10	201
10321	24616	20	47347	5	2	173
10322	25617	190	38466	5	18	143
10323	12986	210	90367	6	4	199
10324	18916	180	9474	2	15	173
10325	21383	60	90367	7	4	108
10326	24931	60	29442	3	3	126
10327	29093	50	11869	4	17	204
10328	23038	20	1526	3	13	157
10329	23549	200	9474	6	15	199
10330	20205	60	70047	2	7	121
10331	27013	10	66806	3	14	107
10332	20770	90	90367	1	4	168
10333	11565	160	90367	5	4	150
10334	18278	60	85176	7	5	111
10335	26588	180	89125	4	12	140
10336	13027	130	29442	1	3	152
10337	20967	170	38466	5	18	163
10338	21193	200	47347	7	2	126
10339	15587	60	27825	1	8	141
10340	22640	140	85176	4	5	204
10341	11477	180	54620	6	9	165
10342	15124	110	47347	7	2	110
10343	25153	130	90367	6	4	154
10344	27485	140	27825	6	8	180
10345	17034	40	9474	5	15	162
10346	17034	140	54620	7	9	111
10347	19039	150	29442	1	3	157
10348	18239	170	29442	2	3	100
10349	18752	100	38466	3	18	113
10350	27759	110	27825	5	8	118
10351	20786	220	38466	7	18	174
10352	14600	240	47347	6	2	118
10353	12727	190	89125	5	12	116
10354	26332	100	90367	4	4	185
10355	13902	220	73123	7	10	138
10356	28099	170	1526	5	13	190
10357	16883	240	70724	7	6	131
10358	19233	210	11869	7	17	134
10359	12303	260	66806	2	14	140
10360	16729	10	95810	1	11	136
10361	13650	50	89125	4	12	204
10362	15061	100	95810	2	11	145
10363	11959	80	9474	7	15	197
10364	15321	50	70047	7	7	100
10365	20833	90	70047	1	7	155
10366	18311	30	66806	7	14	176
10367	27616	190	66806	7	14	205
10368	23365	260	1526	5	13	183
10369	17002	160	85176	3	5	108
10370	23180	270	73123	6	10	136
10371	27193	130	85176	4	5	194
10372	25703	210	73123	1	10	108
10373	26471	30	66806	2	14	133
10374	27946	130	63641	4	16	198
10375	28257	270	47347	4	2	157
10376	26743	30	95810	3	11	149
10377	22068	10	9474	1	15	127
10378	26743	260	1760	6	1	186
10379	25884	80	66806	1	14	206
10380	18232	90	63641	6	16	103
10381	12843	220	1760	3	1	200
10382	26891	150	73123	7	10	192
10383	26552	140	47347	4	2	136
10384	27951	220	66806	4	14	106
10385	17198	190	1760	7	1	143
10386	23348	200	11869	1	17	111
10387	13508	70	95810	2	11	141
10388	22989	240	27825	4	8	157
10389	18756	50	89125	1	12	138
10390	17703	80	11869	2	17	199
10391	14647	210	63641	4	16	107
10392	24453	30	38466	2	18	111
10393	12714	40	90367	2	4	104
10394	22341	210	73123	1	10	159
10395	28145	230	95810	1	11	105
10396	15379	90	1760	1	1	144
10397	16833	110	70724	1	6	128
10398	15641	30	70724	1	6	101
10399	15294	240	27825	4	8	196
10400	26042	220	89125	5	12	194
10401	21080	90	1760	7	1	168
10402	12555	180	66806	2	14	138
10403	25810	220	85176	6	5	193
10404	22600	180	90367	4	4	177
10405	14663	210	90367	5	4	201
10406	15076	70	63641	2	16	205
10407	23895	30	70724	1	6	162
10408	18823	240	63641	5	16	180
10409	12520	230	70047	2	7	131
10410	16030	180	70724	6	6	138
10411	23546	40	27825	4	8	162
10412	15863	180	90367	3	4	177
10413	19318	90	1760	4	1	164
10414	12295	240	90367	3	4	160
10415	25016	250	95810	3	11	164
10416	14830	70	27825	5	8	137
10417	17955	30	89125	5	12	156
10418	19285	170	73123	2	10	120
10419	12315	50	63641	6	16	197
10420	13363	240	89125	4	12	145
10421	24632	180	63641	6	16	171
10422	14398	20	70724	6	6	154
10423	18976	60	11869	6	17	160
10424	15910	270	9474	6	15	143
10425	26506	170	1760	1	1	127
10426	15346	190	89125	3	12	195
10427	12701	130	63641	6	16	108
10428	26035	250	73123	4	10	178
10429	14193	100	90367	3	4	179
10430	26870	250	47347	3	2	116
10431	20561	240	85176	2	5	197
10432	18076	260	63641	2	16	171
10433	22702	110	54620	5	9	151
10434	15437	20	29442	6	3	173
10435	27271	200	27825	7	8	116
10436	13190	270	1760	7	1	110
10437	26152	110	1760	1	1	110
10438	13537	170	89125	1	12	137
10439	18440	160	11869	7	17	169
10440	20741	160	63641	7	16	193
10441	19944	130	54620	2	9	142
10442	22716	130	73123	3	10	114
10443	24052	260	54620	6	9	169
10444	20730	210	73123	2	10	165
10445	25300	160	66806	5	14	205
10446	26360	200	90367	2	4	178
10447	14775	90	38466	4	18	125
10448	26252	250	90367	2	4	137
10449	12947	40	70724	5	6	140
10450	15097	120	29442	2	3	198
10451	26795	150	89125	5	12	137
10452	22799	220	38466	4	18	143
10453	16690	120	38466	5	18	185
10454	24282	40	1526	4	13	105
10455	15597	260	63641	5	16	109
10456	20997	180	90367	5	4	106
10457	17077	250	95810	2	11	181
10458	28537	160	54620	5	9	172
10459	25116	240	66806	4	14	162
10460	20602	60	29442	2	3	187
10461	17247	60	11869	2	17	193
10462	27169	220	70047	6	7	143
10463	24935	90	66806	7	14	107
10464	19686	270	95810	3	11	174
10465	24076	120	47347	3	2	159
10466	29449	80	1526	2	13	110
10467	14358	90	95810	3	11	106
10468	12337	140	47347	4	2	139
10469	21984	200	70047	7	7	160
10470	22439	50	70047	2	7	143
10471	15962	180	29442	2	3	169
10472	13130	50	1526	6	13	143
10473	23584	110	47347	1	2	114
10474	12751	70	70047	6	7	147
10475	27549	50	38466	3	18	158
10476	16048	200	1760	7	1	128
10477	20385	80	1760	5	1	184
10478	21103	70	38466	5	18	154
10479	24264	100	85176	7	5	164
10480	22455	170	11869	1	17	124
10481	23830	220	29442	1	3	112
10482	20443	90	11869	2	17	174
10483	14156	220	11869	7	17	158
10484	29318	200	9474	2	15	156
10485	28506	230	63641	5	16	158
10486	11432	270	90367	6	4	189
10487	22853	220	11869	7	17	160
10488	13143	20	95810	5	11	115
10489	29446	220	63641	3	16	149
10490	23474	220	85176	7	5	163
10491	12068	200	1526	1	13	200
10492	20726	20	47347	6	2	118
10493	19455	150	27825	1	8	185
10494	20957	30	73123	1	10	162
10495	18650	250	1526	1	13	184
10496	14052	10	63641	5	16	153
10497	21777	30	9474	6	15	181
10498	17003	230	11869	5	17	164
10499	11941	110	11869	6	17	173
10500	13093	270	85176	7	5	126
10501	19532	130	73123	2	10	105
10502	28078	120	9474	4	15	131
10503	12532	40	63641	2	16	205
10504	22455	160	73123	3	10	177
10505	26437	170	27825	4	8	110
10506	17199	160	63641	6	16	127
10507	16335	170	1760	1	1	174
10508	11624	170	90367	1	4	114
10509	15984	260	1526	1	13	174
10510	23788	180	11869	7	17	169
10511	22419	90	73123	2	10	120
10512	19416	10	1526	3	13	114
10513	26579	160	1760	1	1	109
10514	25116	80	63641	4	16	141
10515	23951	200	29442	2	3	139
10516	12307	140	89125	7	12	124
10517	11876	150	90367	7	4	195
10518	23367	90	85176	1	5	124
10519	14437	200	9474	3	15	130
10520	26536	220	1760	7	1	159
10521	28765	210	1526	3	13	203
10522	27913	230	47347	4	2	137
10523	21777	240	47347	5	2	172
10524	27975	160	95810	7	11	166
10525	15852	20	63641	5	16	103
10526	27829	90	1526	2	13	200
10527	19687	260	66806	1	14	102
10528	16218	220	95810	4	11	205
10529	12288	80	95810	1	11	128
10530	21537	240	1526	6	13	142
10531	27004	180	89125	5	12	126
10532	19073	10	38466	1	18	177
10533	13921	140	89125	7	12	143
10534	18367	110	89125	5	12	193
10535	21788	100	66806	6	14	131
10536	21255	130	11869	6	17	152
10537	23166	80	73123	5	10	167
10538	11075	60	63641	1	16	158
10539	16389	90	90367	6	4	183
10540	17978	120	90367	5	4	161
10541	18732	270	66806	2	14	203
10542	17340	240	66806	4	14	172
10543	27598	220	90367	7	4	198
10544	28883	80	29442	5	3	152
10545	17299	20	89125	6	12	154
10546	23292	180	47347	2	2	206
10547	17987	40	85176	1	5	130
10548	22982	200	11869	7	17	198
10549	16203	70	1760	2	1	115
10550	24314	90	47347	6	2	135
10551	11179	100	66806	2	14	192
10552	17789	220	66806	7	14	191
10553	26776	170	70724	4	6	179
10554	26562	220	27825	5	8	120
10555	24437	50	73123	5	10	203
10556	27226	180	27825	4	8	118
10557	26217	190	29442	5	3	133
10558	11350	50	70724	5	6	164
10559	24210	250	11869	2	17	142
10560	25383	30	70724	1	6	112
10561	21729	260	54620	7	9	117
10562	28010	130	73123	1	10	120
10563	18195	270	73123	4	10	117
10564	23984	160	1760	5	1	173
10565	11579	140	54620	3	9	111
10566	21440	100	66806	1	14	174
10567	17551	270	95810	3	11	153
10568	21744	60	27825	2	8	104
10569	27766	110	95810	1	11	152
10570	17048	180	9474	1	15	197
10571	18104	140	38466	6	18	176
10572	22086	240	9474	2	15	177
10573	17585	160	47347	1	2	114
10574	16194	10	54620	5	9	124
10575	18296	270	11869	4	17	106
10576	16134	40	29442	4	3	140
10577	15953	90	90367	4	4	114
10578	25414	220	89125	2	12	138
10579	23982	270	73123	5	10	143
10580	16401	70	70047	4	7	109
10581	15655	170	11869	5	17	169
10582	21207	170	73123	3	10	181
10583	15638	190	1760	6	1	107
10584	24097	10	63641	2	16	152
10585	26538	260	27825	1	8	132
10586	29062	140	27825	6	8	113
10587	25815	70	1760	1	1	165
10588	23962	50	29442	2	3	100
10589	17804	120	70047	7	7	173
10590	12548	80	70724	7	6	192
10591	26486	50	95810	7	11	113
10592	23576	110	95810	4	11	199
10593	16642	130	66806	3	14	128
10594	19824	40	73123	2	10	139
10595	17994	210	1526	5	13	203
